LocationType,Location,TimeFrame,DataFormat,Data
County,Dyer,2018,Currency,40642.00
County,Dyer,2021,Currency,51559.00
County,Dyer,2019,Currency,42418.00
County,Dyer,2020,Currency,46124.00
County,Fayette,1997,Currency,21639.00
County,Fayette,1998,Currency,22247.00
County,Fayette,1999,Currency,22746.00
County,Fayette,2000,Currency,23939.00
County,Fayette,2001,Currency,24494.00
County,Fayette,2002,Currency,26073.00
County,Fayette,2003,Currency,28326.00
County,Fayette,2004,Currency,27949.00
County,Fayette,2005,Currency,29856.00
County,Fayette,2006,Currency,31193.00
County,Fayette,2007,Currency,33247.00
County,Fayette,2008,Currency,36287.00
County,Fayette,2009,Currency,35223.00
County,Fayette,2010,Currency,41652.00
County,Fayette,2011,Currency,45018.15
County,Fayette,2012,Currency,48275.77
County,Fayette,2013,Currency,50988.00
County,Fayette,2014,Currency,50890.00
County,Fayette,2015,Currency,47649.00
County,Fayette,2016,Currency,50209.00
County,Fayette,2017,Currency,53942.00
County,Fayette,2018,Currency,55364.00
County,Fayette,2021,Currency,68153.00
County,Fayette,2019,Currency,58804.00
County,Fayette,2020,Currency,62949.00
County,Fentress,1997,Currency,16696.00
County,Fentress,1998,Currency,17198.00
County,Fentress,1999,Currency,17960.00
County,Fentress,2000,Currency,18990.00
County,Fentress,2001,Currency,19769.00
County,Fentress,2002,Currency,20388.00
County,Fentress,2003,Currency,19972.00
County,Fentress,2004,Currency,21845.00
County,Fentress,2005,Currency,22724.00
County,Fentress,2006,Currency,23555.00
County,Fentress,2007,Currency,24694.00
County,Fentress,2008,Currency,26154.00
County,Fentress,2009,Currency,26110.00
County,Fentress,2010,Currency,27347.00
County,Fentress,2011,Currency,27663.98
County,Fentress,2012,Currency,29324.78
County,Fentress,2013,Currency,31427.00
County,Fentress,2014,Currency,30894.00
County,Fentress,2015,Currency,29490.00
County,Fentress,2016,Currency,29676.00
County,Fentress,2017,Currency,31462.00
County,Fentress,2018,Currency,32232.00
County,Fentress,2021,Currency,40402.00
County,Fentress,2019,Currency,35093.00
County,Fentress,2020,Currency,37450.00
County,Franklin,1997,Currency,19020.00
County,Franklin,1998,Currency,19900.00
County,Franklin,1999,Currency,20336.00
County,Franklin,2000,Currency,21498.00
County,Franklin,2001,Currency,21730.00
County,Franklin,2002,Currency,22048.00
County,Franklin,2003,Currency,22349.00
County,Franklin,2004,Currency,23236.00
County,Franklin,2005,Currency,24312.00
County,Franklin,2006,Currency,25104.00
County,Franklin,2007,Currency,26449.00
County,Franklin,2008,Currency,27598.00
County,Franklin,2009,Currency,27722.00
County,Franklin,2010,Currency,28169.00
County,Franklin,2011,Currency,30760.77
County,Franklin,2012,Currency,32541.78
County,Franklin,2013,Currency,33513.00
County,Franklin,2014,Currency,34579.00
County,Franklin,2015,Currency,35757.00
County,Franklin,2016,Currency,36366.00
County,Franklin,2017,Currency,37556.00
County,Franklin,2018,Currency,38880.00
County,Franklin,2021,Currency,45975.00
County,Franklin,2019,Currency,40494.00
County,Franklin,2020,Currency,43348.00
County,Gibson,1997,Currency,20322.00
County,Gibson,1998,Currency,21039.00
County,Gibson,1999,Currency,21560.00
County,Gibson,2000,Currency,22710.00
County,Gibson,2001,Currency,22401.00
County,Gibson,2002,Currency,23063.00
County,Gibson,2003,Currency,24855.00
County,Gibson,2004,Currency,24729.00
County,Gibson,2005,Currency,25680.00
County,Gibson,2006,Currency,25833.00
County,Gibson,2007,Currency,26428.00
County,Gibson,2008,Currency,28780.00
County,Gibson,2009,Currency,28590.00
County,Gibson,2010,Currency,28946.00
County,Gibson,2011,Currency,31265.91
County,Gibson,2012,Currency,32438.95
County,Gibson,2013,Currency,33294.00
County,Gibson,2014,Currency,34595.00
County,Gibson,2015,Currency,36002.00
County,Gibson,2016,Currency,36898.00
County,Gibson,2017,Currency,37464.00
County,Gibson,2018,Currency,38654.00
County,Gibson,2021,Currency,46449.00
County,Gibson,2019,Currency,39164.00
County,Gibson,2020,Currency,42264.00
County,Giles,1997,Currency,20138.00
County,Giles,1998,Currency,21610.00
County,Giles,1999,Currency,22880.00
County,Giles,2000,Currency,23894.00
County,Giles,2001,Currency,23538.00
County,Giles,2002,Currency,23705.00
County,Giles,2003,Currency,24008.00
County,Giles,2004,Currency,23940.00
County,Giles,2005,Currency,25218.00
County,Giles,2006,Currency,25381.00
County,Giles,2007,Currency,26433.00
County,Giles,2008,Currency,28195.00
County,Giles,2009,Currency,28458.00
County,Giles,2010,Currency,28574.00
County,Giles,2011,Currency,30601.14
County,Giles,2012,Currency,32391.25
County,Giles,2013,Currency,34364.00
County,Giles,2014,Currency,35047.00
County,Giles,2015,Currency,36189.00
County,Giles,2016,Currency,37303.00
County,Giles,2017,Currency,38181.00
County,Giles,2018,Currency,38766.00
County,Giles,2021,Currency,43321.00
County,Giles,2019,Currency,38464.00
County,Giles,2020,Currency,40755.00
County,Grainger,1997,Currency,15668.00
County,Grainger,1998,Currency,16578.00
County,Grainger,1999,Currency,16741.00
County,Grainger,2000,Currency,17494.00
County,Grainger,2001,Currency,17271.00
County,Grainger,2002,Currency,20363.00
County,Grainger,2003,Currency,20071.00
County,Grainger,2004,Currency,20954.00
County,Grainger,2005,Currency,21817.00
County,Grainger,2006,Currency,22668.00
County,Grainger,2007,Currency,23579.00
County,Grainger,2008,Currency,25746.00
County,Grainger,2009,Currency,26091.00
County,Grainger,2010,Currency,27966.00
County,Grainger,2011,Currency,28704.31
County,Grainger,2012,Currency,29618.42
County,Grainger,2013,Currency,30558.00
County,Grainger,2014,Currency,29011.00
County,Grainger,2015,Currency,29623.00
County,Grainger,2016,Currency,30538.00
County,Grainger,2017,Currency,32317.00
County,Grainger,2018,Currency,33490.00
County,Grainger,2021,Currency,41569.00
County,Grainger,2019,Currency,35331.00
County,Grainger,2020,Currency,38242.00
County,Greene,1997,Currency,19226.00
County,Greene,1998,Currency,20897.00
County,Greene,1999,Currency,22042.00
County,Greene,2000,Currency,23366.00
County,Greene,2001,Currency,23817.00
County,Greene,2002,Currency,24275.00
County,Greene,2003,Currency,27148.00
County,Greene,2004,Currency,29365.00
County,Greene,2005,Currency,30371.00
County,Greene,2006,Currency,30539.00
County,Greene,2007,Currency,31490.00
County,Greene,2008,Currency,31993.00
County,Greene,2009,Currency,31476.00
County,Greene,2010,Currency,29700.00
County,Greene,2011,Currency,31957.04
County,Greene,2012,Currency,33051.59
County,Greene,2013,Currency,34324.00
County,Greene,2014,Currency,36098.00
County,Greene,2015,Currency,37622.00
County,Greene,2016,Currency,38067.00
County,Greene,2017,Currency,38967.00
County,Greene,2018,Currency,39971.00
County,Greene,2021,Currency,41796.00
County,Greene,2019,Currency,37107.00
County,Greene,2020,Currency,39047.00
County,Grundy,1997,Currency,16037.00
County,Grundy,1998,Currency,16414.00
County,Grundy,1999,Currency,17303.00
County,Grundy,2000,Currency,18428.00
County,Grundy,2001,Currency,20116.00
County,Grundy,2002,Currency,19611.00
County,Grundy,2003,Currency,19775.00
County,Grundy,2004,Currency,20593.00
County,Grundy,2005,Currency,21459.00
County,Grundy,2006,Currency,22208.00
County,Grundy,2007,Currency,22313.00
County,Grundy,2008,Currency,22980.00
County,Grundy,2009,Currency,23644.00
County,Grundy,2010,Currency,24751.00
County,Grundy,2011,Currency,26222.41
County,Grundy,2012,Currency,26700.78
County,Grundy,2013,Currency,28170.00
County,Grundy,2014,Currency,27927.00
County,Grundy,2015,Currency,28975.00
County,Grundy,2016,Currency,29275.00
County,Grundy,2017,Currency,30407.00
County,Grundy,2018,Currency,31011.00
County,Grundy,2021,Currency,39349.00
County,Grundy,2019,Currency,33628.00
County,Grundy,2020,Currency,36609.00
County,Hamblen,1997,Currency,20791.00
County,Hamblen,1998,Currency,21779.00
County,Hamblen,1999,Currency,22853.00
County,Hamblen,2000,Currency,24208.00
County,Hamblen,2001,Currency,24710.00
County,Hamblen,2002,Currency,24747.00
County,Hamblen,2003,Currency,25012.00
County,Hamblen,2004,Currency,25673.00
County,Hamblen,2005,Currency,26204.00
County,Hamblen,2006,Currency,26338.00
County,Hamblen,2007,Currency,27007.00
County,Hamblen,2008,Currency,28274.00
County,Hamblen,2009,Currency,28579.00
County,Hamblen,2010,Currency,28935.00
County,Hamblen,2011,Currency,31065.91
County,Hamblen,2012,Currency,32113.48
County,Hamblen,2013,Currency,31716.00
County,Hamblen,2014,Currency,32328.00
County,Hamblen,2015,Currency,34696.00
County,Hamblen,2016,Currency,35780.00
County,Hamblen,2017,Currency,36017.00
County,Hamblen,2018,Currency,36636.00
County,Hamblen,2021,Currency,45234.00
County,Hamblen,2019,Currency,38554.00
County,Hamblen,2020,Currency,41810.00
County,Hamilton,1997,Currency,25899.00
County,Hamilton,1998,Currency,27233.00
County,Hamilton,1999,Currency,28851.00
County,Hamilton,2000,Currency,30393.00
County,Hamilton,2001,Currency,30130.00
County,Hamilton,2002,Currency,30572.00
County,Hamilton,2003,Currency,32009.00
County,Hamilton,2004,Currency,33239.00
County,Hamilton,2005,Currency,34799.00
County,Hamilton,2006,Currency,35027.00
County,Hamilton,2007,Currency,36943.00
County,Hamilton,2008,Currency,38460.00
County,Hamilton,2009,Currency,36971.00
County,Hamilton,2010,Currency,38368.00
County,Hamilton,2011,Currency,39841.01
County,Hamilton,2012,Currency,41199.58
County,Hamilton,2013,Currency,42352.00
County,Hamilton,2014,Currency,44112.00
County,Hamilton,2015,Currency,46460.00
County,Hamilton,2016,Currency,48053.00
County,Hamilton,2017,Currency,50196.00
County,Hamilton,2018,Currency,51743.00
County,Hamilton,2021,Currency,60089.00
County,Hamilton,2019,Currency,54475.00
County,Hamilton,2020,Currency,56545.00
County,Hancock,1997,Currency,12517.00
County,Hancock,1998,Currency,12709.00
County,Hancock,1999,Currency,13228.00
County,Hancock,2000,Currency,13619.00
County,Hancock,2001,Currency,13418.00
County,Hancock,2002,Currency,14758.00
County,Hancock,2003,Currency,14447.00
County,Hancock,2004,Currency,14902.00
County,Hancock,2005,Currency,15526.00
County,Hancock,2006,Currency,15795.00
County,Hancock,2007,Currency,15967.00
County,Hancock,2008,Currency,18365.00
County,Hancock,2009,Currency,19186.00
County,Hancock,2010,Currency,19465.00
County,Hancock,2011,Currency,20688.23
County,Hancock,2012,Currency,21363.05
County,Hancock,2013,Currency,21970.00
County,Hancock,2014,Currency,23104.00
County,Hancock,2015,Currency,23733.00
County,Hancock,2016,Currency,24256.00
County,Hancock,2017,Currency,26422.00
County,Hancock,2018,Currency,27042.00
County,Hancock,2021,Currency,34135.00
County,Hancock,2019,Currency,28021.00
County,Hancock,2020,Currency,31325.00
County,Hardeman,1997,Currency,14885.00
County,Hardeman,1998,Currency,14869.00
County,Hardeman,1999,Currency,15135.00
County,Hardeman,2000,Currency,16247.00
County,Hardeman,2001,Currency,15721.00
County,Hardeman,2002,Currency,18010.00
County,Hardeman,2003,Currency,18813.00
County,Hardeman,2004,Currency,19475.00
County,Hardeman,2005,Currency,20500.00
County,Hardeman,2006,Currency,21538.00
County,Hardeman,2007,Currency,22695.00
County,Hardeman,2008,Currency,24901.00
County,Hardeman,2009,Currency,25061.00
County,Hardeman,2010,Currency,25007.00
County,Hardeman,2011,Currency,26421.46
County,Hardeman,2012,Currency,27819.97
County,Hardeman,2013,Currency,29082.00
County,Hardeman,2014,Currency,27011.00
County,Hardeman,2015,Currency,27400.00
County,Hardeman,2016,Currency,28296.00
County,Hardeman,2017,Currency,28730.00
County,Hardeman,2018,Currency,29430.00
County,Hardeman,2021,Currency,35485.00
County,Hardeman,2019,Currency,30266.00
County,Hardeman,2020,Currency,32742.00
County,Hardin,1997,Currency,18216.00
County,Hardin,1998,Currency,19684.00
County,Hardin,1999,Currency,20276.00
County,Hardin,2000,Currency,21094.00
County,Hardin,2001,Currency,21447.00
County,Hardin,2002,Currency,22431.00
County,Hardin,2003,Currency,22536.00
County,Hardin,2004,Currency,24124.00
County,Hardin,2005,Currency,25315.00
County,Hardin,2006,Currency,25733.00
County,Hardin,2007,Currency,26623.00
County,Hardin,2008,Currency,28889.00
County,Hardin,2009,Currency,29225.00
County,Hardin,2010,Currency,30649.00
County,Hardin,2011,Currency,34154.86
County,Hardin,2012,Currency,35399.95
County,Hardin,2013,Currency,36203.00
County,Hardin,2014,Currency,35383.00
County,Hardin,2015,Currency,34499.00
County,Hardin,2016,Currency,36150.00
County,Hardin,2017,Currency,38149.00
County,Hardin,2018,Currency,39387.00
County,Hardin,2021,Currency,45053.00
County,Hardin,2019,Currency,39199.00
County,Hardin,2020,Currency,42352.00
County,Hawkins,1997,Currency,17624.00
County,Hawkins,1998,Currency,17958.00
County,Hawkins,1999,Currency,18252.00
County,Hawkins,2000,Currency,19355.00
County,Hawkins,2001,Currency,20066.00
County,Hawkins,2002,Currency,21564.00
County,Hawkins,2003,Currency,21514.00
County,Hawkins,2004,Currency,22595.00
County,Hawkins,2005,Currency,23450.00
County,Hawkins,2006,Currency,24206.00
County,Hawkins,2007,Currency,25023.00
County,Hawkins,2008,Currency,26445.00
County,Hawkins,2009,Currency,26572.00
County,Hawkins,2010,Currency,26860.00
County,Hawkins,2011,Currency,29128.01
County,Hawkins,2012,Currency,30008.70
County,Hawkins,2013,Currency,30521.00
County,Hawkins,2014,Currency,29830.00
County,Hawkins,2015,Currency,31391.00
County,Hawkins,2016,Currency,32030.00
County,Hawkins,2017,Currency,33439.00
County,Hawkins,2018,Currency,34188.00
County,Hawkins,2021,Currency,41436.00
County,Hawkins,2019,Currency,35369.00
County,Hawkins,2020,Currency,38232.00
County,Haywood,1997,Currency,17857.00
County,Haywood,1998,Currency,18655.00
County,Haywood,1999,Currency,19043.00
County,Haywood,2000,Currency,19757.00
County,Haywood,2001,Currency,19360.00
County,Haywood,2002,Currency,20292.00
County,Haywood,2003,Currency,21633.00
County,Haywood,2004,Currency,21737.00
County,Haywood,2005,Currency,23141.00
County,Haywood,2006,Currency,24694.00
County,Haywood,2007,Currency,24126.00
County,Haywood,2008,Currency,28177.00
County,Haywood,2009,Currency,30679.00
County,Haywood,2010,Currency,30914.00
County,Haywood,2011,Currency,32352.78
County,Haywood,2012,Currency,34613.35
County,Haywood,2013,Currency,36970.00
County,Haywood,2014,Currency,29707.00
County,Haywood,2015,Currency,28546.00
County,Haywood,2016,Currency,30274.00
County,Haywood,2017,Currency,31794.00
County,Haywood,2018,Currency,32023.00
County,Haywood,2021,Currency,41503.00
County,Haywood,2019,Currency,33721.00
County,Haywood,2020,Currency,36712.00
County,Henderson,1997,Currency,19399.00
County,Henderson,1998,Currency,19659.00
County,Henderson,1999,Currency,20029.00
County,Henderson,2000,Currency,21469.00
County,Henderson,2001,Currency,20977.00
County,Henderson,2002,Currency,22138.00
County,Henderson,2003,Currency,22513.00
County,Henderson,2004,Currency,23388.00
County,Henderson,2005,Currency,24073.00
County,Henderson,2006,Currency,24350.00
County,Henderson,2007,Currency,24624.00
County,Henderson,2008,Currency,25842.00
County,Henderson,2009,Currency,25623.00
County,Henderson,2010,Currency,25688.00
County,Henderson,2011,Currency,27791.51
County,Henderson,2012,Currency,29066.29
County,Henderson,2013,Currency,29125.00
County,Henderson,2014,Currency,30916.00
County,Henderson,2015,Currency,32503.00
County,Henderson,2016,Currency,33476.00
County,Henderson,2017,Currency,34453.00
County,Henderson,2018,Currency,35748.00
County,Henderson,2021,Currency,44357.00
County,Henderson,2019,Currency,37644.00
County,Henderson,2020,Currency,40776.00
County,Henry,1997,Currency,20082.00
County,Henry,1998,Currency,20957.00
County,Henry,1999,Currency,21187.00
County,Henry,2000,Currency,22574.00
County,Henry,2001,Currency,22475.00
County,Henry,2002,Currency,23279.00
County,Henry,2003,Currency,22713.00
County,Henry,2004,Currency,24278.00
County,Henry,2005,Currency,25383.00
County,Henry,2006,Currency,25880.00
County,Henry,2007,Currency,26482.00
County,Henry,2008,Currency,28490.00
County,Henry,2009,Currency,28990.00
County,Henry,2010,Currency,28949.00
County,Henry,2011,Currency,32033.31
County,Henry,2012,Currency,32983.25
County,Henry,2013,Currency,36706.00
County,Henry,2014,Currency,36345.00
County,Henry,2015,Currency,37891.00
County,Henry,2016,Currency,38593.00
County,Henry,2017,Currency,40839.00
County,Henry,2018,Currency,41989.00
County,Henry,2021,Currency,49852.00
County,Henry,2019,Currency,42710.00
County,Henry,2020,Currency,46773.00
County,Hickman,1997,Currency,16801.00
County,Hickman,1998,Currency,17022.00
County,Hickman,1999,Currency,17223.00
County,Hickman,2000,Currency,18180.00
County,Hickman,2001,Currency,18106.00
County,Hickman,2002,Currency,18083.00
County,Hickman,2003,Currency,18166.00
County,Hickman,2004,Currency,19245.00
County,Hickman,2005,Currency,20414.00
County,Hickman,2006,Currency,21450.00
County,Hickman,2007,Currency,22425.00
County,Hickman,2008,Currency,23765.00
County,Hickman,2009,Currency,23584.00
County,Hickman,2010,Currency,23266.00
County,Hickman,2011,Currency,24899.38
County,Hickman,2012,Currency,26326.16
County,Hickman,2013,Currency,26313.00
County,Hickman,2014,Currency,26982.00
County,Hickman,2015,Currency,29238.00
County,Hickman,2016,Currency,30069.00
County,Hickman,2017,Currency,31460.00
County,Hickman,2018,Currency,32780.00
County,Hickman,2021,Currency,41689.00
County,Hickman,2019,Currency,35945.00
County,Hickman,2020,Currency,37869.00
County,Houston,1997,Currency,15019.00
County,Houston,1998,Currency,15872.00
County,Houston,1999,Currency,16088.00
County,Houston,2000,Currency,17587.00
County,Houston,2001,Currency,17622.00
County,Houston,2002,Currency,20743.00
County,Houston,2003,Currency,20956.00
County,Houston,2004,Currency,22379.00
County,Houston,2005,Currency,23718.00
County,Houston,2006,Currency,24301.00
County,Houston,2007,Currency,24585.00
County,Houston,2008,Currency,26011.00
County,Houston,2009,Currency,26689.00
County,Houston,2010,Currency,26455.00
County,Houston,2011,Currency,30668.63
County,Houston,2012,Currency,31316.54
County,Houston,2013,Currency,31456.00
County,Houston,2014,Currency,31728.00
County,Houston,2015,Currency,31624.00
County,Houston,2016,Currency,31806.00
County,Houston,2017,Currency,32297.00
County,Houston,2018,Currency,32822.00
County,Houston,2021,Currency,39128.00
County,Houston,2019,Currency,34415.00
County,Houston,2020,Currency,36475.00
County,Humphreys,1997,Currency,17287.00
County,Humphreys,1998,Currency,17936.00
County,Humphreys,1999,Currency,18581.00
County,Humphreys,2000,Currency,19917.00
County,Humphreys,2001,Currency,20071.00
County,Humphreys,2002,Currency,22396.00
County,Humphreys,2003,Currency,22617.00
County,Humphreys,2004,Currency,24192.00
County,Humphreys,2005,Currency,25546.00
County,Humphreys,2006,Currency,26780.00
County,Humphreys,2007,Currency,27803.00
County,Humphreys,2008,Currency,28727.00
County,Humphreys,2009,Currency,28784.00
County,Humphreys,2010,Currency,30551.00
County,Humphreys,2011,Currency,32157.25
County,Humphreys,2012,Currency,33776.74
County,Humphreys,2013,Currency,35345.00
County,Humphreys,2014,Currency,34278.00
County,Humphreys,2015,Currency,36082.00
County,Humphreys,2016,Currency,36179.00
County,Humphreys,2017,Currency,38686.00
County,Humphreys,2018,Currency,38665.00
County,Humphreys,2021,Currency,44127.00
County,Humphreys,2019,Currency,39322.00
County,Humphreys,2020,Currency,41538.00
County,Jackson,1997,Currency,16662.00
County,Jackson,1998,Currency,17686.00
County,Jackson,1999,Currency,18213.00
County,Jackson,2000,Currency,19195.00
County,Jackson,2001,Currency,19963.00
County,Jackson,2002,Currency,20578.00
County,Jackson,2003,Currency,22180.00
County,Jackson,2004,Currency,22406.00
County,Jackson,2005,Currency,23406.00
County,Jackson,2006,Currency,24215.00
County,Jackson,2007,Currency,25332.00
County,Jackson,2008,Currency,27716.00
County,Jackson,2009,Currency,26735.00
County,Jackson,2010,Currency,29934.00
County,Jackson,2011,Currency,31125.73
County,Jackson,2012,Currency,32158.62
County,Jackson,2013,Currency,33807.00
County,Jackson,2014,Currency,34379.00
County,Jackson,2015,Currency,28256.00
County,Jackson,2016,Currency,28273.00
County,Jackson,2017,Currency,30370.00
County,Jackson,2018,Currency,31189.00
County,Jackson,2021,Currency,38953.00
County,Jackson,2019,Currency,33366.00
County,Jackson,2020,Currency,36084.00
County,Jefferson,1997,Currency,17897.00
County,Jefferson,1998,Currency,18691.00
County,Jefferson,1999,Currency,19033.00
County,Jefferson,2000,Currency,20331.00
County,Jefferson,2001,Currency,20829.00
County,Jefferson,2002,Currency,21742.00
County,Jefferson,2003,Currency,21690.00
County,Jefferson,2004,Currency,22521.00
County,Jefferson,2005,Currency,23497.00
County,Jefferson,2006,Currency,24457.00
County,Jefferson,2007,Currency,25200.00
County,Jefferson,2008,Currency,27108.00
County,Jefferson,2009,Currency,26965.00
County,Jefferson,2010,Currency,27680.00
County,Jefferson,2011,Currency,28814.58
County,Jefferson,2012,Currency,29494.22
County,Jefferson,2013,Currency,30193.00
County,Jefferson,2014,Currency,30715.00
County,Jefferson,2015,Currency,31994.00
County,Jefferson,2016,Currency,32936.00
County,Jefferson,2017,Currency,34362.00
County,Jefferson,2018,Currency,35866.00
County,Jefferson,2021,Currency,44330.00
County,Jefferson,2019,Currency,38765.00
County,Jefferson,2020,Currency,41324.00
County,Johnson,1997,Currency,12849.00
County,Johnson,1998,Currency,13442.00
County,Johnson,1999,Currency,13877.00
County,Johnson,2000,Currency,14527.00
County,Johnson,2001,Currency,14463.00
County,Johnson,2002,Currency,16269.00
County,Johnson,2003,Currency,16380.00
County,Johnson,2004,Currency,17942.00
County,Johnson,2005,Currency,18813.00
County,Johnson,2006,Currency,19680.00
County,Johnson,2007,Currency,20785.00
County,Johnson,2008,Currency,21646.00
County,Johnson,2009,Currency,22459.00
County,Johnson,2010,Currency,23435.00
County,Johnson,2011,Currency,24819.80
County,Johnson,2012,Currency,26029.63
County,Johnson,2013,Currency,27077.00
County,Johnson,2014,Currency,28837.00
County,Johnson,2015,Currency,30543.00
County,Johnson,2016,Currency,32024.00
County,Johnson,2017,Currency,31464.00
County,Johnson,2018,Currency,32249.00
County,Johnson,2021,Currency,37936.00
County,Johnson,2019,Currency,33282.00
County,Johnson,2020,Currency,35623.00
County,Knox,1997,Currency,24559.00
County,Knox,1998,Currency,26092.00
County,Knox,1999,Currency,26749.00
County,Knox,2000,Currency,28440.00
County,Knox,2001,Currency,29426.00
County,Knox,2002,Currency,30327.00
County,Knox,2003,Currency,30265.00
County,Knox,2004,Currency,31417.00
County,Knox,2005,Currency,32815.00
County,Knox,2006,Currency,33963.00
County,Knox,2007,Currency,35491.00
County,Knox,2008,Currency,36342.00
County,Knox,2009,Currency,35278.00
County,Knox,2010,Currency,37148.00
County,Knox,2011,Currency,39551.40
County,Knox,2012,Currency,41127.44
County,Knox,2013,Currency,41533.00
